id,message,user_id,channel_id,create_at,update_at,root_id,edit_at,delete_at,is_pinned,original_id,cluster
146287,Привет! Покупателю 650504 не возвращаются деньги: статус завис на refunding.,50435,721089,1693459185456,1693459185456,fl5hd2e30dwole0lt36x82yk,0,0,False,,2
146294,"У нас статус отправлен на started, но по трекингу заказ получен в опс покупа, отмены нет, уточните, мы получали статус отмены от ПР? чья это ошибка?",651090,311153,1693459514705,1693459514705,ijpt4iak5ncw3jiub9he2pp4,0,0,False,,3
146297,"Привет! Была выплачена компенсация №90440, нужно убрать уведомление по претензии.",938450,709105,1693461418657,1693461418657,wk1751pne4i7a8t59jsqkbq5,0,0,False,,8
146305,"Привет! В заказе №971262 с политикой возврата покупатель отказался от заказа, но деньги не вернулись. В биллинге статус заказа не submitted. Помогите, пожалуйста, вернуть деньги пользователю.",629133,965650,1693463002818,1693463002818,,0,0,False,,5
146312,Привет! Покупателю 408856 не возвращаются деньги: статус завис на confirmed. 219117,900178,918303,1693467993216,1693467993216,,0,0,False,,2
146317,"Привет! Была выплачена компенсация №881682, нужно убрать уведомление по претензии.",128106,713778,1693469589609,1693469589609,sab2edytnb54oac6uppx69fk,0,0,False,,8
146318,"Добрый день, в профиле 73384 не отображается 14 дней на возврат, подскажите это как включить?",275309,78386,1693470882743,1693470882743,,0,0,False,,6
146324,"Привет! Пользователь 682871 просит убрать уведомление по претензии, претензия по ""Срок вывода ДС"" была отклонена и в разделе ""Заказы"" осталось уведомление ""Не сможем выплатить компенс"" - просит убрать.",121576,387854,1693473914289,1693473914289,vdgkj6yof2c7rp11g9fn498m,0,0,False,,7
146330,"Покупатель 559735 отказался от товара, но деньги не вернулись. В биллинге статус заказа не refund. Помогите, пожалуйста, вернуть деньги пользователю.",982446,173609,1693476590639,1693476590639,,0,0,False,,11
146338,Добрый день! У покупателя 59889 зависли деньги из за статуса refund. Заказ: 559620,3241,53153,1693480094774,1693480094774,,0,0,False,,10
146343,Привет! Продавец 161977 просит убрать уведомление по претензии 277187,305515,166424,1693483290780,1693483290780,2ghgkvdch49z1hiymvqlua5r,0,0,False,,12
146345,Привет! Покупателю 182408 не возвращаются деньги: статус завис на confirmed. 993795,958612,263009,1693488120714,1693488120714,u1upgis3vyfj7i9z0sz4zvxk,0,0,False,,2
146350,"У нас статус отправлен на confirmed, но по трекингу заказ получен в опс покупа, отмены нет, уточните, мы получали статус отмены от ПР? чья это ошибка?",33960,159124,1693492033641,1693492033641,,0,0,False,,3
146355,Добрый день! У покупателя 4795 зависли деньги из за статуса submitted. Заказ: 938161,758982,635820,1693496873961,1693496873961,,0,0,False,,10
146364,Привет! Продавец 912990 просит убрать уведомление по претензии 577794,844470,419958,1693501490619,1693501490619,6eilgbay7s7r9n53wwj19k7f,0,0,False,,12
146374,"Привет! По заказу кросс-доставки №548480, нет возвратного трек-номера. EXMAIL сообщили, что уже передали заказ в СД продавца для дальнейшего возврата. Помогите, пожалуйста, разобраться и вернуть заказ продавцу.",449803,938589,1693505814203,1693505814203,vnigfpuejz6d5jxch5l7xffk,0,0,False,,0
146384,Привет! Продавец 353739 просит убрать уведомление по претензии 339042,407625,472235,1693506234887,1693506234887,qa4jwldd2hi062l1ac2h0c1e,0,0,False,,12
146390,Привет! Покупателю 448201 не возвращаются деньги: статус завис на sorted.,400449,986998,1693512196487,1693512196487,,0,0,False,,2
146393,"Привет! Пользователь 818612 просит убрать уведомление по претензии, претензия по ""Срок вывода ДС"" была отклонена и в разделе ""Заказы"" осталось уведомление ""Не сможем выплатить компенс"" - просит убрать.",376193,347445,1693514560430,1693514560430,r43lzshubtp7zlapvge56xw9,0,0,False,,7
146400,"просьба убрать уведомления по претензии (выплачена, осталось уведомление)",629621,46565,1693515040035,1693515040035,qkph380wdkf2082ekvvfmn2g,0,0,False,,1
146404,"Привет! У клиента 768930 несколько вопросов касаемо доставки (DBS и RDBS) и API, можете подсказать по ним ответы или может подскажете кому их можно направить? Подробности в треде.",96735,504784,1693518765381,1693518765381,,0,0,False,,4
146408,"У нас статус отправлен на lost, но по трекингу заказ получен в опс покупа, отмены нет, уточните, мы получали статус отмены от ПР? чья это ошибка?",347985,976489,1693519484799,1693519484799,,0,0,False,,3
146411,"У нас статус отправлен на rejected, но по трекингу заказ получен в опс покупа, отмены нет, уточните, мы получали статус отмены от ПР? чья это ошибка?",694489,103944,1693520940596,1693520940596,,0,0,False,,3
146412,"Привет! Просьба перевести статус заказа в confirmed, покупателю 405689 не вернулись деньги, у нас заказ отменен. Спасибо!",228203,600851,1693524569559,1693524569559,,0,0,False,,9
146418,"Привет! По заказу кросс-доставки №612810, нет возвратного трек-номера. EXMAIL сообщили, что уже передали заказ в СД продавца для дальнейшего возврата. Помогите, пожалуйста, разобраться и вернуть заказ продавцу.",390473,272183,1693527879830,1693527879830,,0,0,False,,0
146423,"Привет! В заказе №227580 с политикой возврата покупатель отказался от заказа, но деньги не вернулись. В биллинге статус заказа не rejected. Помогите, пожалуйста, вернуть деньги пользователю.",175311,338652,1693534833668,1693534833668,,0,0,False,,5
146427,"просьба убрать уведомления по претензии (выплачена, осталось уведомление)",995685,381383,1693541108536,1693541108536,,0,0,False,,1
146434,"Привет! В заказе №327836 с политикой возврата покупатель отказался от заказа, но деньги не вернулись. В биллинге статус заказа не lost. Помогите, пожалуйста, вернуть деньги пользователю.",151252,238102,1693542917036,1693542917036,,0,0,False,,5
146439,"Привет! По заказу кросс-доставки №929397, нет возвратного трек-номера. EXMAIL сообщили, что уже передали заказ в СД продавца для дальнейшего возврата. Помогите, пожалуйста, разобраться и вернуть заказ продавцу.",348159,728809,1693544488930,1693544488930,b3w506sgjc0e3xib9cyhmx8j,0,0,False,,0
146442,"У нас статус отправлен на started, но по трекингу заказ получен в опс покупа, отмены нет, уточните, мы получали статус отмены от ПР? чья это ошибка?",604838,981675,1693551450281,1693551450281,fvr98spz74mltprxj479cyrm,0,0,False,,3
146451,Привет! Покупателю 399554 не возвращаются деньги: статус завис на confirmed.,966357,632813,1693556333670,1693556333670,df9gaxm03y4f00dlunl4eezu,0,0,False,,2
146459,"Привет! Пользователь 287973 просит убрать уведомление по претензии, претензия по ""Срок вывода ДС"" была отклонена и в разделе ""Заказы"" осталось уведомление ""Не сможем выплатить компенс"" - просит убрать.",23834,344143,1693559828935,1693559828935,,0,0,False,,7
146460,"Привет! Пользователь 226513 просит убрать уведомление по претензии, претензия по ""Срок вывода ДС"" была отклонена и в разделе ""Заказы"" осталось уведомление ""Не сможем выплатить компенс"" - просит убрать.",444171,431182,1693563747490,1693563747490,,0,0,False,,7
146468,"Привет! У клиента 44976 несколько вопросов касаемо доставки (DBS и RDBS) и API, можете подсказать по ним ответы или может подскажете кому их можно направить? Подробности в треде.",188792,375757,1693564952150,1693564952150,,0,0,False,,4
146470,"У нас статус отправлен на confirmed, но по трекингу заказ получен в опс покупа, отмены нет, уточните, мы получали статус отмены от ПР? чья это ошибка?",427309,480277,1693571614293,1693571614293,g9flis1slzzd5bgg17njqbi6,0,0,False,,3
146475,Добрый день! У покупателя 591190 зависли деньги из за статуса lost. Заказ: 551694,459084,317254,1693575759574,1693575759574,,0,0,False,,10
146480,"Привет! Была выплачена компенсация №368071, нужно убрать уведомление по претензии.",886327,436447,1693578110896,1693578110896,,0,0,False,,8
146490,"Покупатель 306697 отказался от товара, но деньги не вернулись. В биллинге статус заказа не refund. Помогите, пожалуйста, вернуть деньги пользователю.",169755,534742,1693579230935,1693579230935,,0,0,False,,11
146493,"Привет! Просьба перевести статус заказа в refund, покупателю 651465 не вернулись деньги, у нас заказ отменен. Спасибо!",699852,431904,1693585277564,1693585277564,,0,0,False,,9
146500,"Привет! По заказу кросс-доставки №190209, нет возвратного трек-номера. EXMAIL сообщили, что уже передали заказ в СД продавца для дальнейшего возврата. Помогите, пожалуйста, разобраться и вернуть заказ продавцу.",142427,203260,1693585311411,1693585311411,6jlb96m64d5mnaw3hpl16j6e,0,0,False,,0
146502,"Добрый день, в профиле 782285 не отображается 14 дней на возврат, подскажите это как включить?",150845,305018,1693590334547,1693590334547,,0,0,False,,6
146510,"Добрый день, в профиле 99313 не отображается 14 дней на возврат, подскажите это как включить?",535714,959670,1693592634260,1693592634260,,0,0,False,,6
146514,"просьба убрать уведомления по претензии (выплачена, осталось уведомление)",706384,146077,1693597377383,1693597377383,1gykh21z5hmeqg57y4lctqdu,0,0,False,,1
146519,"У нас статус отправлен на rejected, но по трекингу заказ получен в опс покупа, отмены нет, уточните, мы получали статус отмены от ПР? чья это ошибка?",374742,453034,1693598895665,1693598895665,,0,0,False,,3
146525,"Привет! Пользователь 250001 просит убрать уведомление по претензии, претензия по ""Срок вывода ДС"" была отклонена и в разделе ""Заказы"" осталось уведомление ""Не сможем выплатить компенс"" - просит убрать.",648835,363872,1693600463842,1693600463842,,0,0,False,,7
146527,Привет! Покупателю 203838 не возвращаются деньги: статус завис на sorted.,664213,363531,1693605132199,1693605132199,2tyyrgyceeoss7ik62jpugou,0,0,False,,2
146536,"Привет! Просьба перевести статус заказа в cancelled, покупателю 720780 не вернулись деньги, у нас заказ отменен. Спасибо!",166779,949121,1693609823102,1693609823102,,0,0,False,,9
146540,"У нас статус отправлен на lost, но по трекингу заказ получен в опс покупа, отмены нет, уточните, мы получали статус отмены от ПР? чья это ошибка?",785352,614110,1693614569543,1693614569543,,0,0,False,,3
146541,"Привет! Была выплачена компенсация №450310, нужно убрать уведомление по претензии.",313987,344427,1693616825629,1693616825629,lvrvur26ngfcvbe1o54czlg2,0,0,False,,8
146545,"Привет! Была выплачена компенсация №231413, нужно убрать уведомление по претензии.",202051,744448,1693620106345,1693620106345,,0,0,False,,8
146549,"Привет! По заказу кросс-доставки №218397, нет возвратного трек-номера. EXMAIL сообщили, что уже передали заказ в СД продавца для дальнейшего возврата. Помогите, пожалуйста, разобраться и вернуть заказ продавцу.",614165,267034,1693626450570,1693626450570,,0,0,False,,0
146557,"Привет! У клиента 322465 несколько вопросов касаемо доставки (DBS и RDBS) и API, можете подсказать по ним ответы или может подскажете кому их можно направить? Подробности в треде.",681518,859305,1693633411362,1693633411362,,0,0,False,,4
146558,"Привет! По заказу кросс-доставки №386066, нет возвратного трек-номера. EXMAIL сообщили, что уже передали заказ в СД продавца для дальнейшего возврата. Помогите, пожалуйста, разобраться и вернуть заказ продавцу.",536091,942552,1693637487621,1693637487621,,0,0,False,,0
146567,"Покупатель 39839 отказался от товара, но деньги не вернулись. В биллинге статус заказа не lost. Помогите, пожалуйста, вернуть деньги пользователю.",861227,966377,1693637653675,1693637653675,,0,0,False,,11
146577,Привет! Покупателю 180139 не возвращаются деньги: статус завис на confirmed. 814943,476485,362887,1693640516856,1693640516856,,0,0,False,,2
146585,"Привет! У клиента 174068 несколько вопросов касаемо доставки (DBS и RDBS) и API, можете подсказать по ним ответы или может подскажете кому их можно направить? Подробности в треде.",528852,455993,1693644167434,1693644167434,ml6ph1e3iqvjcx5b6z1zxpvr,0,0,False,,4
146587,Привет! Покупателю 476097 не возвращаются деньги: статус завис на confirmed. 558909,155424,488466,1693647629306,1693647629306,,0,0,False,,2
146590,"Привет! Была выплачена компенсация №360602, нужно убрать уведомление по претензии.",161911,586539,1693649039233,1693649039233,,0,0,False,,8
146598,Привет! Покупателю 457251 не возвращаются деньги: статус завис на submitted.,876518,967003,1693656021244,1693656021244,,0,0,False,,2
146607,"Добрый день, в профиле 821140 не отображается 14 дней на возврат, подскажите это как включить?",352206,238051,1693657859638,1693657859638,vi2bq4dw7l4dpgkt8yi1vyp6,0,0,False,,6
146608,"Добрый день, в профиле 449036 не отображается 14 дней на возврат, подскажите это как включить?",191534,877628,1693661636797,1693661636797,m2860gcec00yqis88fuo8ycy,0,0,False,,6
146614,"Привет! У клиента 125649 несколько вопросов касаемо доставки (DBS и RDBS) и API, можете подсказать по ним ответы или может подскажете кому их можно направить? Подробности в треде.",386460,156931,1693664418437,1693664418437,,0,0,False,,4
146616,"Привет! У клиента 126795 несколько вопросов касаемо доставки (DBS и RDBS) и API, можете подсказать по ним ответы или может подскажете кому их можно направить? Подробности в треде.",449884,552148,1693664431248,1693664431248,,0,0,False,,4
146623,"Привет! Была выплачена компенсация №954571, нужно убрать уведомление по претензии.",966792,986370,1693668486454,1693668486454,62zegcv8mxw4g3q8u8tb3j7w,0,0,False,,8
146629,"просьба убрать уведомления по претензии (выплачена, осталось уведомление)",914462,299769,1693671352132,1693671352132,,0,0,False,,1
146630,"Привет! Пользователь 950414 просит убрать уведомление по претензии, претензия по ""Срок вывода ДС"" была отклонена и в разделе ""Заказы"" осталось уведомление ""Не сможем выплатить компенс"" - просит убрать.",89060,488596,1693677629676,1693677629676,,0,0,False,,7
146633,"Привет! По заказу кросс-доставки №848888, нет возвратного трек-номера. EXMAIL сообщили, что уже передали заказ в СД продавца для дальнейшего возврата. Помогите, пожалуйста, разобраться и вернуть заказ продавцу.",136928,216542,1693682782540,1693682782540,,0,0,False,,0
146635,"Покупатель 656414 отказался от товара, но деньги не вернулись. В биллинге статус заказа не refunding. Помогите, пожалуйста, вернуть деньги пользователю.",562829,975929,1693684252846,1693684252846,ma673a98s7hgon1564b5le0s,0,0,False,,11
146645,Добрый день! У покупателя 254061 зависли деньги из за статуса sorted. Заказ: 671683,278275,376526,1693685676343,1693685676343,,0,0,False,,10
146649,"Привет! Пользователь 963625 просит убрать уведомление по претензии, претензия по ""Срок вывода ДС"" была отклонена и в разделе ""Заказы"" осталось уведомление ""Не сможем выплатить компенс"" - просит убрать.",863472,671542,1693691276096,1693691276096,,0,0,False,,7
146656,"Привет! У клиента 633589 несколько вопросов касаемо доставки (DBS и RDBS) и API, можете подсказать по ним ответы или может подскажете кому их можно направить? Подробности в треде.",166348,711940,1693695233507,1693695233507,,0,0,False,,4
146662,"Привет! По заказу кросс-доставки №811892, нет возвратного трек-номера. EXMAIL сообщили, что уже передали заказ в СД продавца для дальнейшего возврата. Помогите, пожалуйста, разобраться и вернуть заказ продавцу.",257010,358332,1693695366953,1693695366953,,0,0,False,,0
146669,"Покупатель 559238 отказался от товара, но деньги не вернулись. В биллинге статус заказа не cancelled. Помогите, пожалуйста, вернуть деньги пользователю.",427797,836878,1693697513932,1693697513932,,0,0,False,,11
146679,"Привет! По заказу кросс-доставки №102841, нет возвратного трек-номера. EXMAIL сообщили, что уже передали заказ в СД продавца для дальнейшего возврата. Помогите, пожалуйста, разобраться и вернуть заказ продавцу.",838787,536247,1693699371654,1693699371654,,0,0,False,,0
146681,"Привет! Просьба перевести статус заказа в rejected, покупателю 992818 не вернулись деньги, у нас заказ отменен. Спасибо!",375218,99569,1693701077347,1693701077347,,0,0,False,,9
146685,Добрый день! У покупателя 629738 зависли деньги из за статуса confirmed. Заказ: 721376,445481,312110,1693703778942,1693703778942,,0,0,False,,10
146690,"Привет! У клиента 383412 несколько вопросов касаемо доставки (DBS и RDBS) и API, можете подсказать по ним ответы или может подскажете кому их можно направить? Подробности в треде.",801058,246703,1693708423407,1693708423407,av5qkcnstwhs4l8fj58jg8y2,0,0,False,,4
146698,Привет! Покупателю 868185 не возвращаются деньги: статус завис на rejected.,17045,143016,1693709799269,1693709799269,,0,0,False,,2
146699,"Привет! Просьба перевести статус заказа в sorted, покупателю 612405 не вернулись деньги, у нас заказ отменен. Спасибо!",237124,184708,1693711740185,1693711740185,,0,0,False,,9
146702,Привет! Покупателю 480217 не возвращаются деньги: статус завис на cancelled.,252486,223827,1693718465752,1693718465752,,0,0,False,,2
146705,"Привет! В заказе №516181 с политикой возврата покупатель отказался от заказа, но деньги не вернулись. В биллинге статус заказа не submitted. Помогите, пожалуйста, вернуть деньги пользователю.",435911,730202,1693719330113,1693719330113,,0,0,False,,5
146715,"Привет! В заказе №240359 с политикой возврата покупатель отказался от заказа, но деньги не вернулись. В биллинге статус заказа не cancelled. Помогите, пожалуйста, вернуть деньги пользователю.",281691,661303,1693723718408,1693723718408,,0,0,False,,5
146725,Привет! Покупателю 190785 не возвращаются деньги: статус завис на confirmed. 707318,512280,770583,1693728773044,1693728773044,r2fyaay2h7qsuts3wxn592xk,0,0,False,,2
146726,"просьба убрать уведомления по претензии (выплачена, осталось уведомление)",932085,820027,1693728907231,1693728907231,hn8t8dv8yemlkxuwugz0bbt5,0,0,False,,1
146731,Привет! Покупателю 934726 не возвращаются деньги: статус завис на rejected.,561036,449225,1693729187579,1693729187579,,0,0,False,,2
146736,Привет! Продавец 402124 просит убрать уведомление по претензии 381159,248575,598840,1693732377443,1693732377443,50zi9v2yg2o3bzv6x1ypt1vy,0,0,False,,12
146737,"У нас статус отправлен на submitted, но по трекингу заказ получен в опс покупа, отмены нет, уточните, мы получали статус отмены от ПР? чья это ошибка?",921201,853832,1693734504677,1693734504677,,0,0,False,,3
146745,"Привет! По заказу кросс-доставки №208483, нет возвратного трек-номера. EXMAIL сообщили, что уже передали заказ в СД продавца для дальнейшего возврата. Помогите, пожалуйста, разобраться и вернуть заказ продавцу.",116803,251790,1693740054659,1693740054659,dtk1da67s7up35m5x4slnpjk,0,0,False,,0
146750,"Добрый день, в профиле 601069 не отображается 14 дней на возврат, подскажите это как включить?",921084,652024,1693746599167,1693746599167,qp2imkywnqzpyysm8yk9mpfn,0,0,False,,6
146760,"Привет! Просьба перевести статус заказа в cancelled, покупателю 38444 не вернулись деньги, у нас заказ отменен. Спасибо!",306105,658424,1693749382435,1693749382435,bn18zk8kl33399f72ar988cd,0,0,False,,9
146761,Привет! Покупателю 642917 не возвращаются деньги: статус завис на refund.,678218,653365,1693753585709,1693753585709,tbw0zewopdvclaukrhna00zu,0,0,False,,2
146766,"Добрый день, в профиле 379151 не отображается 14 дней на возврат, подскажите это как включить?",882423,394950,1693753772719,1693753772719,,0,0,False,,6
146769,"Привет! По заказу кросс-доставки №337175, нет возвратного трек-номера. EXMAIL сообщили, что уже передали заказ в СД продавца для дальнейшего возврата. Помогите, пожалуйста, разобраться и вернуть заказ продавцу.",50453,544938,1693755749055,1693755749055,,0,0,False,,0
146773,"Привет! У клиента 494960 несколько вопросов касаемо доставки (DBS и RDBS) и API, можете подсказать по ним ответы или может подскажете кому их можно направить? Подробности в треде.",897263,325827,1693756014293,1693756014293,,0,0,False,,4
146780,"просьба убрать уведомления по претензии (выплачена, осталось уведомление)",167568,140259,1693761782176,1693761782176,,0,0,False,,1
146787,"Привет! Пользователь 732964 просит убрать уведомление по претензии, претензия по ""Срок вывода ДС"" была отклонена и в разделе ""Заказы"" осталось уведомление ""Не сможем выплатить компенс"" - просит убрать.",810980,312070,1693767096248,1693767096248,1th4s2h4iraz1sidbls7i4h4,0,0,False,,7
146797,Привет! Продавец 415219 просит убрать уведомление по претензии 598956,883877,190765,1693771069564,1693771069564,,0,0,False,,12
146801,"Привет! В заказе №705236 с политикой возврата покупатель отказался от заказа, но деньги не вернулись. В биллинге статус заказа не started. Помогите, пожалуйста, вернуть деньги пользователю.",602904,945034,1693776190180,1693776190180,5auda8o1rcwljgteawq5sqjf,0,0,False,,5
146810,Привет! Покупателю 327129 не возвращаются деньги: статус завис на cancelled.,935163,821309,1693782074021,1693782074021,,0,0,False,,2
146817,"Добрый день, в профиле 618351 не отображается 14 дней на возврат, подскажите это как включить?",968455,142616,1693784437064,1693784437064,ntp0khngvylyj5dkaxxpmmfd,0,0,False,,6
146826,"Привет! У клиента 517912 несколько вопросов касаемо доставки (DBS и RDBS) и API, можете подсказать по ним ответы или может подскажете кому их можно направить? Подробности в треде.",727298,104583,1693788666755,1693788666755,sjgu0ftfbp6yn7a2qshcgfrd,0,0,False,,4
146834,Привет! Покупателю 745324 не возвращаются деньги: статус завис на confirmed. 177917,963317,81892,1693791640710,1693791640710,,0,0,False,,2
146840,Привет! Покупателю 883417 не возвращаются деньги: статус завис на confirmed. 597791,823604,963092,1693792287401,1693792287401,,0,0,False,,2
146850,"У нас статус отправлен на cancelled, но по трекингу заказ получен в опс покупа, отмены нет, уточните, мы получали статус отмены от ПР? чья это ошибка?",530789,143180,1693797515837,1693797515837,,0,0,False,,3
146855,"Привет! В заказе №804890 с политикой возврата покупатель отказался от заказа, но деньги не вернулись. В биллинге статус заказа не lost. Помогите, пожалуйста, вернуть деньги пользователю.",161390,743178,1693799555513,1693799555513,3kynn3j3bb4tm5pm7nh0zgi0,0,0,False,,5
146857,"Привет! В заказе №55333 с политикой возврата покупатель отказался от заказа, но деньги не вернулись. В биллинге статус заказа не lost. Помогите, пожалуйста, вернуть деньги пользователю.",716472,636490,1693801657153,1693801657153,g4myox2ri3dpsg6msshpvlo1,0,0,False,,5
146865,"Привет! Просьба перевести статус заказа в submitted, покупателю 774517 не вернулись деньги, у нас заказ отменен. Спасибо!",693973,734638,1693802386549,1693802386549,,0,0,False,,9
146866,"Покупатель 109394 отказался от товара, но деньги не вернулись. В биллинге статус заказа не refunding. Помогите, пожалуйста, вернуть деньги пользователю.",153871,933489,1693805832261,1693805832261,,0,0,False,,11
146873,"Привет! Была выплачена компенсация №43078, нужно убрать уведомление по претензии.",151329,764643,1693806666935,1693806666935,,0,0,False,,8
146881,"Привет! Пользователь 964987 просит убрать уведомление по претензии, претензия по ""Срок вывода ДС"" была отклонена и в разделе ""Заказы"" осталось уведомление ""Не сможем выплатить компенс"" - просит убрать.",641283,711734,1693811470795,1693811470795,qllfnu0084nwszcqyhqcpwrq,0,0,False,,7
146884,"Добрый день, в профиле 505898 не отображается 14 дней на возврат, подскажите это как включить?",508559,836359,1693815404876,1693815404876,,0,0,False,,6
146891,Привет! Покупателю 106649 не возвращаются деньги: статус завис на confirmed. 279988,750564,986841,1693821963337,1693821963337,g4lrmavraqx363n2zn4k837u,0,0,False,,2
146899,"Привет! Была выплачена компенсация №107152, нужно убрать уведомление по претензии.",424372,41644,1693825024393,1693825024393,,0,0,False,,8
146904,"Добрый день, в профиле 232991 не отображается 14 дней на возврат, подскажите это как включить?",308435,942723,1693828068962,1693828068962,,0,0,False,,6
146908,"Привет! Была выплачена компенсация №377820, нужно убрать уведомление по претензии.",420461,322413,1693829531418,1693829531418,,0,0,False,,8
146911,Привет! Покупателю 864171 не возвращаются деньги: статус завис на submitted.,748989,989908,1693830721732,1693830721732,,0,0,False,,2
146920,"Покупатель 207883 отказался от товара, но деньги не вернулись. В биллинге статус заказа не sorted. Помогите, пожалуйста, вернуть деньги пользователю.",943690,654586,1693835043401,1693835043401,,0,0,False,,11
